article_id,journal_key,journal_title_config,journal_title_crossref,publisher_family,article_url,doi,year,publication_date,volume,issue_number,pages,title,authors,article_type,crossref_subjects,abstract_text,n_keywords,keyword_extraction_status,keyword_source
10.1002/cpp.465,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.465,10.1002/cpp.465,2005,2005-9,12,5,374-387,The Frustration Discomfort Scale: development and psychometric properties,Neil Harrington,journal-article,,,0,no_keywords_found,
10.1002/cpp.467,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.467,10.1002/cpp.467,2005,2005-11,12,6,443-454,Facets of the therapeutic alliance and perceived progress in psychotherapy: relationship between patient and therapist perspectives,A. Jill Clemence; Mark J. Hilsenroth; Steven J. Ackerman; Carla G. Strassle; Leonard Handler,journal-article,,,0,no_keywords_found,
10.1002/cpp.431,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.431,10.1002/cpp.431,2005,2005-3,12,2,150-155,"Metacognitions, emotion and alcohol use",Marcantonio M. Spada; Adrian Wells,journal-article,,,0,no_keywords_found,
10.1002/cpp.441,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.441,10.1002/cpp.441,2005,2005-3,12,2,97-111,A test of the assumptions of the transtheoretical model in a post-traumatic stress disorder population,Kathleen Rooney; Caroline Hunt; Leanne Humphreys; David Harding; Miriam Mullen; John Kearney,journal-article,,,0,no_keywords_found,
10.1002/cpp.432,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.432,10.1002/cpp.432,2005,2005-1,12,1,28-49,The conceptual relationship between health indicators and quality of life: results from the cross-cultural analysis of the EUROHIS field study,Silke Schmidt; Mick Power; Monika Bullinger; Anatoliy Nosikov,journal-article,,,0,no_keywords_found,
10.1002/cpp.439,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.439,10.1002/cpp.439,2005,2005-3,12,2,87-96,Group versus individual treatment in obsessions without compulsions,K. O'Connor; M. H. Freeston; D. Gareau; Y. Careau; M. J. Dufour; F. Aardema; C. Todorov,journal-article,,,0,no_keywords_found,
10.1002/cpp.430,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.430,10.1002/cpp.430,2005,2005-3,12,2,142-149,Early maladaptive schemas in patients with or without personality disorders: does schema modification predict symptomatic relief?,Hans M. Nordahl; Harald Holthe; Jon A. Haugum,journal-article,,,0,no_keywords_found,
10.1002/cpp.429,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.429,10.1002/cpp.429,2005,2005-1,12,1,80-86,Psychological intervention with sufferers from severe acute respiratory syndrome (SARS): lessons learnt from empirical findings,Sammy K. W. Cheng; Chee Wing Wong,journal-article,,,0,no_keywords_found,
10.1002/cpp.464,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.464,10.1002/cpp.464,2005,2005-9,12,5,337-345,"Inferential confusion, cognitive change and treatment outcome in Obsessive-Compulsive Disorder",Frederick Aardema; Paul M. G. Emmelkamp; Kieron P. O'Connor,journal-article,,,0,no_keywords_found,
10.1002/cpp.459,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.459,10.1002/cpp.459,2005,2005-9,12,5,360-366,Invited comment on ‘state of mind organization in personality disorders: typical states and the triggering of interstate shifts’ by Dimaggio et al.,Anthony Ryle,journal-article,,,0,no_keywords_found,
10.1002/cpp.462,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.462,10.1002/cpp.462,2005,2005-9,12,5,367-373,States of mind and metacognitive dysfunctions are different in the various personality disorders: a reply to Ryle (2005),Antonino Carcione; Antonio Semerari; Giancarlo Dimaggio; Giuseppe Nicolò,journal-article,,,0,no_keywords_found,
10.1002/cpp.443,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.443,10.1002/cpp.443,2005,2005-3,12,2,134-141,Common sense representations of schizophrenia in patients and their relatives,Fiona Lobban; Christine Barrowclough,journal-article,,,0,no_keywords_found,
10.1002/cpp.438,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.438,10.1002/cpp.438,2005,2005-3,12,2,124-133,The relation of paranoid ideation and social anxiety in a mixed clinical population,P. Gilbert; M. Boxall; M. Cheung; C. Irons,journal-article,,,0,no_keywords_found,
10.1002/cpp.456,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.456,10.1002/cpp.456,2005,2005-9,12,5,346-359,State of mind organization in personality disorders. Typical states and the triggering of inter-state shifts,Giancarlo Dimaggio; Antonino Carcione; Daniela Petrilli; Michele Procacci; Antonio Semerari; Giuseppe Nicolò,journal-article,,,0,no_keywords_found,
10.1002/cpp.474,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.474,10.1002/cpp.474,2005,2005-11,12,6,465-474,Cognitive-behavioural group treatment of depression in patients with psychotic disorders,Roger Hagen; Hans M. Nordahl; Rolf W. Gråwe,journal-article,,,0,no_keywords_found,
10.1002/cpp.436,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.436,10.1002/cpp.436,2005,2005-3,12,2,156-165,Therapy via videoconferencing: a route to client empowerment?,S. Simpson; L. Bell; J. Knox; D. Mitchell,journal-article,,,0,no_keywords_found,
10.1002/cpp.461,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.461,10.1002/cpp.461,2005,2005-9,12,5,388-401,Outcome assessment for children and adolescents: psychometric validation of the Youth Outcome Questionnaire 30.1 (Y-OQ®-30.1),Todd W. Dunn; Gary M. Burlingame; Michael Walbridge; Jared Smith; Molly J. Crum,journal-article,,,0,no_keywords_found,
10.1002/cpp.468,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.468,10.1002/cpp.468,2005,2005-11,12,6,427-442,Mechanisms of recurrent depression: a cognitive battle model and some preliminary results,Catharina E. Wang; Tim Brennen; Arne Holte,journal-article,,,0,no_keywords_found,
10.1002/cpp.458,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.458,10.1002/cpp.458,2005,2005-9,12,5,402-405,How brief is solution focussed brief therapy? a comparative study,Neil Rothwell,journal-article,,,0,no_keywords_found,
10.1002/cpp.433,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.433,10.1002/cpp.433,2005,2005-1,12,1,67-79,The Inventory of Parent and Peer Attachment?Revised (IPPA-R) for children: a psychometric investigation,Eleonora Gullone; Kym Robinson,journal-article,,,0,no_keywords_found,
10.1002/cpp.427,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.427,10.1002/cpp.427,2005,2005-3,12,2,112-123,Which therapeutic mechanisms work when? A step towards the formulation of empirically validated guidelines for therapists' session-to-session decisions,Emma C. Smith; Klaus Grawe,journal-article,,,0,no_keywords_found,
10.1002/cpp.466,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.466,10.1002/cpp.466,2005,2005-11,12,6,475-496,"Scoping the inventory of interpersonal problems, its derivatives and short forms: 1988-2004",Jan Hughes; Michael Barkham,journal-article,,,0,no_keywords_found,
10.1002/cpp.437,clinical_psychology_psychotherapy,Clinical Psychology & Psychotherapy,Clinical Psychology & Psychotherapy,wiley,https://onlinelibrary.wiley.com/doi/10.1002/cpp.437,10.1002/cpp.437,2005,2005-1,12,1,1-9,Trauma in military and civilian settings,Yoram Ben-Ya'acov; Marianne Amir; Ronit Arzy; Moshe Kotler,journal-article,,,0,no_keywords_found,
